text,cluster
"California has a somewhat different GHG mix than the nation, but assuming similar unit costs for California, the state's pro-rated cost would be about $40 billion, or an average of $2 billion per year..",225
"But last winter also delivered an increase in the number of atmospheric high pressure systems over the Alps, which caused a significant drop in snow flurries; consequently glaciers were not replenished.. Other European countries planning to invest in America due to low energy prices include Austrian steelmaker Voestalpine VLPNY -0.% (an iron-ore processing plant in Texas), South Africa-bases Sasol SSL -1.% (a natural gas to diesel conversion plant in Louisiana) and France's Vallourec VLOWY -0.% (steel production in Ohio).. For starters, President Obama did not ""try to pass a cap-and-trade law."".",-1
"It is estimated that natural processes can only absorb about half of that amount, so there is a net increase of 10.65 billion tonnes of atmospheric carbon dioxide per year.",-1
"A pandemic, or worldwide outbreak of a new influenza virus, could dwarf this impact by overwhelming our health and medical capabilities, potentially resulting in hundreds of thousands of deaths, millions of hospitalizations, and hundreds of billions of dollars in direct and indirect costs.",61
"In its 2007 Fourth Assessment Report, IPCC said that climate sensitivity is ""likely to be in the range 2 to 4.5 °C with a best estimate of about 3 °C"".",285
"In 2013 bushfires in NSW caused two deaths, and the loss of 248 houses.",40
"Worldwide exposure to PM2.5 contributed to 4.1 million deaths from heart disease and stroke, lung cancer, chronic lung disease, and respiratory infections in 2016.",301
"""(PERI) THE TOXIC 100: Top Corporate Air Polluters in the United State"".",-1
Conservative environmental estimates of the impact of climate changes that are already in process indicate that they will result in numerous health effects to children.,110
"“EPA estimates that in 2032, the nation will see 4,500 fewer premature deaths, 290,000 fewer lost workdays, 800,000 fewer cases of asthma symptoms and 2,000 fewer emergency department visits from ...",-1
"In the United States alone, it cuts short the lives of well over 100,000 people per year—a staggering toll..",-1
"In a thoughtful piece for The Monitor, Texas State Geologist Scott Tinker notes 2015 carbon dioxide emissions from the U.S. electric power sector were already 20 percent below 2005 levels.",261
"Since 1991, the incidence of Lyme disease in the United States has nearly doubled. Warmer temperatures also create conditions that help mosquitoes thrive.",58
"Since the ice extent dropped to a record level in 2007, heavy snowfall, much more abundant than normal were observed in vast areas of North America, continental Europe and China, according to the article, published on February 27..",188
Many bloggers instantly denounced Cullen for proposing to decertify meteorologists who don't espouse global warming alarmism.,227
Renewable power has been more effective in creating jobs than coal or oil in the United States.,-1
"The IPCC claims small variations in solar activity cannot account for climate change, but this paper and many other peer-reviewed publications show that solar activity can be amplified by a variety of mechanisms to cause climate change..",68
"Far from being the ""little guy,' NRDC has annual revenues of $130 million and assets greater than $300 million, according to its most recent tax filings.. V.I.",185
"A total of 1. billion tons of carbon were emitted in 2011, down from 1. billion tons in 2010.",-1
"“The Solar for All program – legislation that I successfully introduced – will not only combat the existential threat of climate change by making solar energy available to working class families, ...",-1
"The global-warming believers, he says, use models that include both warming and cooling, and water vapor evaporating from the ocean surface.. ""Tropical rainforests are also important because they supply a great variety of commercial and noncommercial products: timber (some highly prized woods such as teak, mahogany, and rosewood), fuel wood, fruits, vegetables, nuts and spices, medicines (a quarter of all medically-active substances come from tropical plants , and around 70% of the 3,000 plants identified by the U.S. National Cancer Institute as having anti-cancer properties are tropical rain forest species."".",-1
